Attrition,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
No,30,Travel_Rarely,317,R & D,2,Bachelor,Life Sciences,1,411,High,Female,43,Low,MidLevel,Manufacturing Director,Very High,Single,6091,24793,2,No,20,Outstanding,High,80,NoStockOption,11,2,Better,5,4,0,2
No,60,Travel_Rarely,422,R & D,7,Bachelor,Life Sciences,1,412,Low,Female,41,High,SeniorLevelL3,Manager,Low,Married,19566,3854,5,No,11,Excellent,Very High,80,NoStockOption,33,5,Bad,29,8,11,10
No,46,Travel_Rarely,1485,R & D,18,Bachelor,Medical,1,413,High,Female,87,High,MidLevel,Manufacturing Director,High,Divorced,4810,26314,2,No,14,Excellent,High,80,<100ESOPShares,19,5,Good,10,7,0,8
No,42,Travel_Frequently,1368,R & D,28,Master,Technical Degree,1,414,Very High,Female,88,Medium,MidLevel,Healthcare Representative,Very High,Married,4523,4386,0,No,11,Excellent,Very High,80,>500ESOPShares,7,4,Best,6,5,0,4
Yes,24,Travel_Rarely,1448,Sales,1,Below College,Technical Degree,1,415,Low,Female,62,High,JuniorLevel,Sales Representative,Medium,Single,3202,21972,1,Yes,16,Excellent,Medium,80,NoStockOption,6,4,Better,5,3,1,4
Yes,34,Travel_Frequently,296,Sales,6,College,Marketing,1,416,Very High,Female,33,Low,JuniorLevel,Sales Representative,High,Divorced,2351,12253,0,No,16,Excellent,Very High,80,<100ESOPShares,3,3,Good,2,2,1,0
No,38,Travel_Frequently,1490,R & D,2,College,Life Sciences,1,417,Very High,Male,42,High,JuniorLevel,Laboratory Technician,Very High,Married,1702,12106,1,Yes,23,Outstanding,High,80,<100ESOPShares,1,3,Better,1,0,0,0
No,40,Travel_Rarely,1398,Sales,2,Master,Life Sciences,1,418,High,Female,79,High,SeniorLevelL3,Manager,High,Married,18041,13022,0,No,14,Excellent,Very High,80,NoStockOption,21,2,Better,20,15,1,12
No,26,Travel_Rarely,1349,R & D,23,Bachelor,Life Sciences,1,419,Low,Female,90,High,JuniorLevel,Research Scientist,Very High,Divorced,2886,3032,1,No,22,Outstanding,Medium,80,100-500ESOPShares,3,3,Bad,3,2,0,2
No,30,Non-Travel,1400,R & D,3,Bachelor,Life Sciences,1,420,High,Male,53,High,JuniorLevel,Laboratory Technician,Very High,Married,2097,16734,4,No,15,Excellent,High,80,<100ESOPShares,9,3,Bad,5,3,1,4
No,29,Travel_Rarely,986,R & D,3,Master,Medical,1,421,Medium,Male,93,Medium,SeniorLevelL1,Research Director,High,Married,11935,21526,1,No,18,Excellent,High,80,NoStockOption,10,2,Better,10,2,0,7
Yes,29,Travel_Rarely,408,R & D,25,Doctor,Technical Degree,1,422,High,Female,71,Medium,JuniorLevel,Research Scientist,Medium,Married,2546,18300,5,No,16,Excellent,Medium,80,NoStockOption,6,2,Best,2,2,1,1
Yes,19,Travel_Rarely,489,Human Resources,2,College,Technical Degree,1,423,Low,Male,52,Medium,JuniorLevel,Human Resources,Very High,Single,2564,18437,1,No,12,Excellent,High,80,NoStockOption,1,3,Best,1,0,0,0
No,30,Non-Travel,1398,Sales,22,Master,Other,1,424,High,Female,69,High,SeniorLevelL1,Sales Executive,Low,Married,8412,2890,0,No,11,Excellent,High,80,NoStockOption,10,3,Better,9,8,7,8
No,57,Travel_Rarely,210,Sales,29,Bachelor,Marketing,1,425,Low,Male,56,Medium,SeniorLevelL2,Manager,Very High,Divorced,14118,22102,3,No,12,Excellent,High,80,<100ESOPShares,32,3,Good,1,0,0,0
No,50,Travel_Rarely,1099,R & D,29,Master,Life Sciences,1,426,Medium,Male,88,Medium,SeniorLevelL2,Manager,High,Married,17046,9314,0,No,15,Excellent,Medium,80,<100ESOPShares,28,2,Better,27,10,15,7
No,30,Non-Travel,1116,R & D,2,Bachelor,Medical,1,427,High,Female,49,High,JuniorLevel,Laboratory Technician,Very High,Single,2564,7181,0,No,14,Excellent,High,80,NoStockOption,12,2,Good,11,7,6,7
No,60,Travel_Frequently,1499,Sales,28,Bachelor,Marketing,1,428,High,Female,80,Medium,SeniorLevelL1,Sales Executive,Low,Married,10266,2845,4,No,19,Excellent,Very High,80,NoStockOption,22,5,Best,18,13,13,11
No,47,Travel_Rarely,983,R & D,2,College,Medical,1,429,Low,Female,65,High,MidLevel,Manufacturing Director,Very High,Divorced,5070,7389,5,No,13,Excellent,High,80,>500ESOPShares,20,2,Better,5,0,0,4
No,46,Travel_Rarely,1009,R & D,2,Bachelor,Life Sciences,1,430,Low,Male,51,High,SeniorLevelL2,Research Director,High,Married,17861,2288,6,No,13,Excellent,High,80,NoStockOption,26,2,Bad,3,2,0,1
No,35,Travel_Rarely,144,R & D,22,Bachelor,Life Sciences,1,431,Very High,Male,46,Low,JuniorLevel,Laboratory Technician,High,Single,4230,19225,0,No,15,Excellent,High,80,NoStockOption,6,2,Better,5,4,4,3
No,54,Travel_Rarely,548,R & D,8,Master,Life Sciences,1,432,High,Female,42,High,MidLevel,Laboratory Technician,High,Single,3780,23428,7,No,11,Excellent,High,80,NoStockOption,19,3,Better,1,0,0,0
No,34,Travel_Rarely,1303,R & D,2,Master,Life Sciences,1,433,Very High,Male,62,Medium,JuniorLevel,Research Scientist,High,Divorced,2768,8416,3,No,12,Excellent,High,80,<100ESOPShares,14,3,Better,7,3,5,7
No,46,Travel_Rarely,1125,Sales,10,Bachelor,Marketing,1,434,High,Female,94,Medium,SeniorLevelL1,Sales Executive,Very High,Married,9071,11563,2,Yes,19,Excellent,High,80,<100ESOPShares,15,3,Better,3,2,1,2
No,31,Travel_Rarely,1274,R & D,9,Below College,Life Sciences,1,435,High,Male,33,High,SeniorLevelL1,Manufacturing Director,Medium,Divorced,10648,14394,1,No,25,Outstanding,Very High,80,<100ESOPShares,13,6,Best,13,8,0,8
Yes,33,Travel_Rarely,1277,R & D,15,Below College,Medical,1,436,Medium,Male,56,High,SeniorLevelL1,Manager,High,Married,13610,24619,7,Yes,12,Excellent,Very High,80,NoStockOption,15,2,Best,7,6,7,7
Yes,33,Travel_Rarely,587,R & D,10,Below College,Medical,1,437,Low,Male,38,Low,JuniorLevel,Laboratory Technician,Very High,Divorced,3408,6705,7,No,13,Excellent,Low,80,>500ESOPShares,8,2,Better,4,3,1,3
No,30,Travel_Rarely,413,Sales,7,Below College,Marketing,1,438,Very High,Male,57,High,JuniorLevel,Sales Representative,Medium,Single,2983,18398,0,No,14,Excellent,Low,80,NoStockOption,4,3,Better,3,2,1,2
No,35,Travel_Rarely,1276,R & D,16,Bachelor,Life Sciences,1,439,Very High,Male,72,High,SeniorLevelL1,Healthcare Representative,High,Married,7632,14295,4,Yes,12,Excellent,High,80,NoStockOption,10,2,Better,8,7,0,0
Yes,31,Travel_Frequently,534,R & D,20,Bachelor,Life Sciences,1,440,Low,Male,66,High,SeniorLevelL1,Healthcare Representative,High,Married,9824,22908,3,No,12,Excellent,Low,80,NoStockOption,12,2,Better,1,0,0,0
Yes,34,Travel_Frequently,988,Human Resources,23,Bachelor,Human Resources,1,441,Medium,Female,43,High,SeniorLevelL1,Human Resources,Low,Divorced,9950,11533,9,Yes,15,Excellent,High,80,>500ESOPShares,11,2,Better,3,2,0,2
No,42,Travel_Frequently,1474,R & D,5,College,Other,1,442,Medium,Male,97,High,JuniorLevel,Laboratory Technician,High,Married,2093,9260,4,No,17,Excellent,Very High,80,<100ESOPShares,8,4,Better,2,2,2,0
No,36,Non-Travel,635,Sales,10,Master,Medical,1,443,Medium,Male,32,High,SeniorLevelL1,Sales Executive,Very High,Single,9980,15318,1,No,14,Excellent,Very High,80,NoStockOption,10,3,Good,10,3,9,7
Yes,22,Travel_Frequently,1368,R & D,4,Below College,Technical Degree,1,444,High,Male,99,Medium,JuniorLevel,Laboratory Technician,High,Single,3894,9129,5,No,16,Excellent,High,80,NoStockOption,4,3,Better,2,2,1,2
No,48,Travel_Rarely,163,Sales,2,Doctor,Marketing,1,445,Medium,Female,37,High,MidLevel,Sales Executive,Very High,Married,4051,19658,2,No,14,Excellent,Low,80,<100ESOPShares,14,2,Better,9,7,6,7
No,55,Travel_Rarely,1117,Sales,18,Doctor,Life Sciences,1,446,Low,Female,83,High,SeniorLevelL2,Manager,Medium,Single,16835,9873,3,No,23,Outstanding,Very High,80,NoStockOption,37,2,Better,10,9,7,7
No,41,Non-Travel,267,Sales,10,College,Life Sciences,1,447,Very High,Male,56,High,MidLevel,Sales Executive,Very High,Single,6230,13430,7,No,14,Excellent,Very High,80,NoStockOption,16,3,Better,14,3,1,10
No,35,Travel_Rarely,619,Sales,1,Bachelor,Marketing,1,448,Medium,Male,85,High,MidLevel,Sales Executive,High,Married,4717,18659,9,No,11,Excellent,High,80,NoStockOption,15,2,Better,11,9,6,9
No,40,Travel_Rarely,302,R & D,6,Bachelor,Life Sciences,1,449,Medium,Female,75,High,SeniorLevelL2,Manufacturing Director,High,Single,13237,20364,7,No,15,Excellent,High,80,NoStockOption,22,3,Better,20,6,5,13
No,39,Travel_Frequently,443,R & D,8,Below College,Life Sciences,1,450,High,Female,48,High,JuniorLevel,Laboratory Technician,High,Married,3755,17872,1,No,11,Excellent,Low,80,<100ESOPShares,8,3,Better,8,3,0,7
No,31,Travel_Rarely,828,Sales,2,Below College,Life Sciences,1,451,Medium,Male,77,High,MidLevel,Sales Executive,Very High,Single,6582,8346,4,Yes,13,Excellent,High,80,NoStockOption,10,2,Best,6,5,0,5
No,42,Travel_Rarely,319,R & D,24,Bachelor,Medical,1,452,Very High,Male,56,High,SeniorLevelL1,Manufacturing Director,Low,Married,7406,6950,1,Yes,21,Outstanding,Very High,80,<100ESOPShares,10,5,Good,10,9,5,8
No,45,Travel_Rarely,561,Sales,2,Bachelor,Other,1,453,Very High,Male,61,High,MidLevel,Sales Executive,Medium,Married,4805,16177,0,No,19,Excellent,Medium,80,<100ESOPShares,9,3,Best,8,7,3,7
Yes,26,Travel_Frequently,426,Human Resources,17,Master,Life Sciences,1,454,Medium,Female,58,High,JuniorLevel,Human Resources,High,Divorced,2741,22808,0,Yes,11,Excellent,Medium,80,<100ESOPShares,8,2,Good,7,7,1,0
No,29,Travel_Rarely,232,R & D,19,Bachelor,Technical Degree,1,455,Very High,Male,34,High,MidLevel,Manufacturing Director,Very High,Divorced,4262,22645,4,No,12,Excellent,Medium,80,100-500ESOPShares,8,2,Best,3,2,1,2
No,33,Travel_Rarely,922,R & D,1,Doctor,Medical,1,456,Low,Female,95,Very High,SeniorLevelL2,Research Director,High,Divorced,16184,22578,4,No,19,Excellent,High,80,<100ESOPShares,10,2,Better,6,1,0,5
No,31,Travel_Rarely,688,Sales,7,Bachelor,Life Sciences,1,457,High,Male,44,Medium,SeniorLevelL1,Manager,Very High,Divorced,11557,25291,9,No,21,Outstanding,High,80,<100ESOPShares,10,3,Good,5,4,0,1
Yes,18,Travel_Frequently,1306,Sales,5,Bachelor,Marketing,1,458,Medium,Male,69,High,JuniorLevel,Sales Representative,Medium,Single,1878,8059,1,Yes,14,Excellent,Very High,80,NoStockOption,0,3,Better,0,0,0,0
No,40,Non-Travel,1094,Sales,28,Bachelor,Other,1,459,High,Male,58,Low,SeniorLevelL1,Sales Executive,Low,Divorced,10932,11373,3,No,15,Excellent,High,80,<100ESOPShares,20,2,Better,1,0,0,1
No,41,Non-Travel,509,R & D,2,Master,Other,1,460,Low,Female,62,Medium,MidLevel,Healthcare Representative,High,Single,6811,2112,2,Yes,17,Excellent,Low,80,NoStockOption,10,3,Better,8,7,0,7
No,26,Travel_Rarely,775,Sales,29,College,Medical,1,461,Low,Male,45,High,MidLevel,Sales Executive,High,Divorced,4306,4267,5,No,12,Excellent,Low,80,100-500ESOPShares,8,5,Better,0,0,0,0
No,35,Travel_Rarely,195,Sales,1,Bachelor,Medical,1,462,Low,Female,80,High,MidLevel,Sales Executive,High,Single,4859,6698,1,No,16,Excellent,Very High,80,NoStockOption,5,3,Better,5,4,0,3
No,34,Travel_Rarely,258,Sales,21,Master,Life Sciences,1,463,Very High,Male,74,Very High,MidLevel,Sales Executive,Very High,Single,5337,19921,1,No,12,Excellent,Very High,80,NoStockOption,10,3,Better,10,7,5,7
Yes,26,Travel_Rarely,471,R & D,24,Bachelor,Technical Degree,1,464,High,Male,66,Low,JuniorLevel,Laboratory Technician,Very High,Single,2340,23213,1,Yes,18,Excellent,Medium,80,NoStockOption,1,3,Bad,1,0,0,0
No,37,Travel_Rarely,799,R & D,1,Bachelor,Technical Degree,1,465,Medium,Female,59,High,SeniorLevelL1,Manufacturing Director,Very High,Single,7491,23848,4,No,17,Excellent,Very High,80,NoStockOption,12,3,Best,6,5,1,2
No,46,Travel_Frequently,1034,R & D,18,Below College,Medical,1,466,Low,Female,86,High,SeniorLevelL1,Healthcare Representative,High,Married,10527,8984,5,No,11,Excellent,Very High,80,NoStockOption,28,3,Good,2,2,1,2
No,41,Travel_Rarely,1276,Sales,2,Doctor,Life Sciences,1,467,Medium,Female,91,High,SeniorLevelL2,Manager,Low,Married,16595,5626,7,No,16,Excellent,Medium,80,<100ESOPShares,22,2,Better,18,16,11,8
No,37,Non-Travel,142,Sales,9,Master,Medical,1,468,Low,Male,69,High,SeniorLevelL1,Sales Executive,Medium,Divorced,8834,24666,1,No,13,Excellent,Very High,80,<100ESOPShares,9,6,Better,9,5,7,7
No,52,Travel_Rarely,956,R & D,6,College,Technical Degree,1,469,Very High,Male,78,High,MidLevel,Research Scientist,Low,Divorced,5577,22087,3,Yes,12,Excellent,Medium,80,100-500ESOPShares,18,3,Better,10,9,6,9
Yes,32,Non-Travel,1474,Sales,11,Master,Other,1,470,Very High,Male,60,Very High,MidLevel,Sales Executive,High,Married,4707,23914,8,No,12,Excellent,Very High,80,NoStockOption,6,2,Better,4,2,1,2
No,24,Travel_Frequently,535,Sales,24,Bachelor,Medical,1,471,Very High,Male,38,High,JuniorLevel,Sales Representative,Very High,Married,2400,5530,0,No,13,Excellent,High,80,100-500ESOPShares,3,3,Better,2,2,2,1
No,38,Travel_Rarely,1495,R & D,10,Bachelor,Medical,1,472,High,Female,76,High,MidLevel,Healthcare Representative,High,Married,9824,22174,3,No,19,Excellent,High,80,<100ESOPShares,18,4,Better,1,0,0,0
No,37,Travel_Rarely,446,R & D,1,Master,Life Sciences,1,473,Medium,Female,65,High,MidLevel,Manufacturing Director,Medium,Married,6447,15701,6,No,12,Excellent,Medium,80,<100ESOPShares,8,2,Good,6,5,4,3
No,49,Travel_Rarely,1245,R & D,18,Master,Life Sciences,1,474,Very High,Male,58,Medium,SeniorLevelL3,Research Director,High,Divorced,19502,2125,1,Yes,17,Excellent,High,80,<100ESOPShares,31,5,Better,31,9,0,9
No,24,Travel_Rarely,691,R & D,23,Bachelor,Medical,1,475,Medium,Male,89,Very High,JuniorLevel,Research Scientist,Very High,Married,2725,21630,1,Yes,11,Excellent,Medium,80,100-500ESOPShares,6,3,Better,6,5,1,4
No,26,Travel_Rarely,703,Sales,28,College,Marketing,1,476,Low,Male,66,High,MidLevel,Sales Executive,Medium,Married,6272,7428,1,No,20,Outstanding,Very High,80,100-500ESOPShares,6,5,Best,5,3,1,4
No,24,Travel_Rarely,823,R & D,17,College,Other,1,477,Very High,Male,94,Medium,JuniorLevel,Laboratory Technician,Medium,Married,2127,9100,1,No,21,Outstanding,Very High,80,<100ESOPShares,1,2,Better,1,0,0,0
No,50,Travel_Frequently,1246,Human Resources,3,Bachelor,Medical,1,478,Low,Male,99,High,SeniorLevelL3,Manager,Medium,Married,18200,7999,1,No,11,Excellent,High,80,<100ESOPShares,32,2,Better,32,5,10,7
No,25,Travel_Rarely,622,Sales,13,Below College,Medical,1,479,Medium,Male,40,High,JuniorLevel,Sales Representative,High,Married,2096,26376,1,No,11,Excellent,High,80,NoStockOption,7,1,Better,7,4,0,6
Yes,24,Travel_Frequently,1287,R & D,7,Bachelor,Life Sciences,1,480,Low,Female,55,High,JuniorLevel,Laboratory Technician,High,Married,2886,14168,1,Yes,16,Excellent,Very High,80,<100ESOPShares,6,4,Better,6,3,1,2
Yes,30,Travel_Frequently,448,Sales,12,Master,Life Sciences,1,481,Medium,Male,74,Medium,JuniorLevel,Sales Representative,Low,Married,2033,14470,1,No,18,Excellent,High,80,<100ESOPShares,1,2,Best,1,0,0,0
No,34,Travel_Rarely,254,R & D,1,College,Life Sciences,1,482,Medium,Male,83,Medium,JuniorLevel,Research Scientist,Very High,Married,3622,22794,1,Yes,13,Excellent,Very High,80,<100ESOPShares,6,3,Better,6,5,1,3
Yes,31,Travel_Rarely,1365,Sales,13,Master,Medical,1,483,Medium,Male,46,High,MidLevel,Sales Executive,Low,Divorced,4233,11512,2,No,17,Excellent,High,80,NoStockOption,9,2,Bad,3,1,1,2
No,35,Travel_Rarely,538,R & D,25,College,Other,1,484,Low,Male,54,Medium,MidLevel,Laboratory Technician,Very High,Single,3681,14004,4,No,14,Excellent,Very High,80,NoStockOption,9,3,Better,3,2,0,2
No,31,Travel_Rarely,525,Sales,6,Master,Medical,1,485,Low,Male,66,Very High,MidLevel,Sales Executive,Very High,Divorced,5460,6219,4,No,22,Outstanding,Very High,80,100-500ESOPShares,13,4,Best,7,7,5,7
No,27,Travel_Rarely,798,R & D,6,Master,Medical,1,486,Low,Female,66,Medium,JuniorLevel,Research Scientist,High,Divorced,2187,5013,0,No,12,Excellent,High,80,100-500ESOPShares,6,5,Good,5,3,0,3
No,37,Travel_Rarely,558,Sales,2,Bachelor,Marketing,1,487,Very High,Male,75,High,MidLevel,Sales Executive,High,Married,9602,3010,4,Yes,11,Excellent,High,80,<100ESOPShares,17,3,Good,3,0,1,0
No,20,Travel_Rarely,959,R & D,1,Bachelor,Life Sciences,1,488,Very High,Female,83,Medium,JuniorLevel,Research Scientist,Medium,Single,2836,11757,1,No,13,Excellent,Very High,80,NoStockOption,1,0,Best,1,0,0,0
No,42,Travel_Rarely,622,R & D,2,Master,Life Sciences,1,489,High,Female,81,High,MidLevel,Healthcare Representative,Very High,Married,4089,5718,1,No,13,Excellent,Medium,80,100-500ESOPShares,10,4,Better,10,2,2,2
No,43,Travel_Rarely,782,R & D,6,Master,Other,1,490,Medium,Male,50,Medium,SeniorLevelL2,Research Director,Very High,Divorced,16627,2671,4,Yes,14,Excellent,High,80,<100ESOPShares,21,3,Good,1,0,0,0
No,38,Travel_Rarely,362,R & D,1,Below College,Life Sciences,1,491,High,Female,43,High,JuniorLevel,Research Scientist,Low,Single,2619,14561,3,No,17,Excellent,Very High,80,NoStockOption,8,3,Good,0,0,0,0
No,43,Travel_Frequently,1001,R & D,9,Doctor,Medical,1,492,Very High,Male,72,High,MidLevel,Laboratory Technician,High,Divorced,5679,19627,3,Yes,13,Excellent,Medium,80,<100ESOPShares,10,3,Better,8,7,4,7
No,48,Travel_Rarely,1236,R & D,1,Master,Life Sciences,1,493,Very High,Female,40,Medium,SeniorLevelL2,Manager,Low,Married,15402,17997,7,No,11,Excellent,Low,80,<100ESOPShares,21,3,Bad,3,2,0,2
No,44,Travel_Rarely,1112,Human Resources,1,Master,Life Sciences,1,494,Low,Female,50,Medium,MidLevel,Human Resources,High,Single,5985,26894,4,No,11,Excellent,Medium,80,NoStockOption,10,1,Best,2,2,0,2
No,34,Travel_Rarely,204,Sales,14,Bachelor,Technical Degree,1,495,High,Female,31,High,JuniorLevel,Sales Representative,High,Divorced,2579,2912,1,Yes,18,Excellent,Very High,80,100-500ESOPShares,8,3,Better,8,2,0,6
Yes,27,Travel_Rarely,1420,Sales,2,Below College,Marketing,1,496,High,Male,85,High,JuniorLevel,Sales Representative,Low,Divorced,3041,16346,0,No,11,Excellent,Medium,80,<100ESOPShares,5,3,Better,4,3,0,2
No,21,Travel_Rarely,1343,Sales,22,Below College,Technical Degree,1,497,High,Male,49,High,JuniorLevel,Sales Representative,High,Single,3447,24444,1,No,11,Excellent,High,80,NoStockOption,3,2,Better,3,2,1,2
No,44,Travel_Rarely,1315,R & D,3,Master,Other,1,498,Very High,Male,35,High,SeniorLevelL3,Manager,Very High,Married,19513,9358,4,Yes,12,Excellent,Low,80,<100ESOPShares,26,2,Best,2,2,0,1
No,22,Travel_Rarely,604,R & D,6,Below College,Medical,1,499,Low,Male,69,High,JuniorLevel,Research Scientist,High,Married,2773,12145,0,No,20,Outstanding,Very High,80,NoStockOption,3,3,Better,2,2,2,2
No,33,Travel_Rarely,1216,Sales,8,Master,Marketing,1,500,High,Male,39,High,MidLevel,Sales Executive,High,Divorced,7104,20431,0,No,12,Excellent,Very High,80,NoStockOption,6,3,Better,5,0,1,2
No,32,Travel_Rarely,646,R & D,9,Master,Life Sciences,1,501,Low,Female,92,High,MidLevel,Research Scientist,Very High,Married,6322,18089,1,Yes,12,Excellent,Very High,80,<100ESOPShares,6,2,Good,6,4,0,5
No,30,Travel_Frequently,160,R & D,3,Bachelor,Medical,1,502,High,Female,71,High,JuniorLevel,Research Scientist,High,Divorced,2083,22653,1,No,20,Outstanding,High,80,<100ESOPShares,1,2,Better,1,0,0,0
No,53,Travel_Rarely,238,Sales,1,Below College,Medical,1,503,Very High,Female,34,High,MidLevel,Sales Executive,Low,Single,8381,7507,7,No,20,Outstanding,Very High,80,NoStockOption,18,2,Best,14,7,8,10
No,34,Travel_Rarely,1397,R & D,1,Doctor,Life Sciences,1,504,Medium,Male,42,High,JuniorLevel,Research Scientist,Very High,Married,2691,7660,1,No,12,Excellent,Very High,80,<100ESOPShares,10,4,Good,10,9,8,8
Yes,45,Travel_Frequently,306,Sales,26,Master,Life Sciences,1,505,Low,Female,100,High,MidLevel,Sales Executive,Low,Married,4286,5630,2,No,14,Excellent,Very High,80,100-500ESOPShares,5,4,Better,1,1,0,0
No,26,Travel_Rarely,991,R & D,6,Bachelor,Life Sciences,1,506,High,Female,71,High,JuniorLevel,Laboratory Technician,Very High,Married,2659,17759,1,Yes,13,Excellent,High,80,<100ESOPShares,3,2,Better,3,2,0,2
No,37,Travel_Rarely,482,R & D,3,Bachelor,Other,1,507,High,Male,36,High,SeniorLevelL1,Manufacturing Director,High,Married,9434,9606,1,No,15,Excellent,High,80,<100ESOPShares,10,2,Better,10,7,7,8
No,29,Travel_Rarely,1176,Sales,3,College,Medical,1,508,Medium,Female,62,High,MidLevel,Sales Executive,High,Married,5561,3487,1,No,14,Excellent,Low,80,<100ESOPShares,6,5,Good,6,0,1,2
No,35,Travel_Rarely,1017,R & D,6,Master,Life Sciences,1,509,Medium,Male,82,Low,MidLevel,Research Scientist,Very High,Single,6646,19368,1,No,13,Excellent,Medium,80,NoStockOption,17,3,Better,17,11,11,8
No,33,Travel_Frequently,1296,R & D,6,Bachelor,Life Sciences,1,510,High,Male,30,High,MidLevel,Healthcare Representative,Very High,Divorced,7725,5335,3,No,23,Outstanding,High,80,<100ESOPShares,15,2,Bad,13,11,4,7
No,54,Travel_Rarely,397,Human Resources,19,Master,Medical,1,511,High,Male,88,High,SeniorLevelL1,Human Resources,Medium,Married,10725,6729,2,No,15,Excellent,High,80,<100ESOPShares,16,1,Best,9,7,7,1
No,36,Travel_Rarely,913,R & D,9,College,Medical,1,512,Medium,Male,48,Medium,MidLevel,Manufacturing Director,Medium,Divorced,8847,13934,2,Yes,11,Excellent,High,80,<100ESOPShares,13,2,Better,3,2,0,2
No,27,Travel_Rarely,1115,R & D,3,Master,Medical,1,513,Low,Male,54,Medium,JuniorLevel,Research Scientist,Very High,Single,2045,15174,0,No,13,Excellent,Very High,80,NoStockOption,5,0,Better,4,2,1,1
Yes,20,Travel_Rarely,1362,R & D,10,Below College,Medical,1,514,Very High,Male,32,High,JuniorLevel,Research Scientist,High,Single,1009,26999,1,Yes,11,Excellent,Very High,80,NoStockOption,1,5,Better,1,0,1,1
Yes,33,Travel_Frequently,1076,R & D,3,Bachelor,Life Sciences,1,515,Low,Male,70,High,JuniorLevel,Research Scientist,Low,Single,3348,3164,1,Yes,11,Excellent,Low,80,NoStockOption,10,3,Better,10,8,9,7
